capacity_scenario,hour_index,region,capacity_accelerator_hours,capacity_status
central,0,east,4.0,static engineering mechanism scenario; not operator capacity
central,115,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,116,east,4.0,static engineering mechanism scenario; not operator capacity
central,116,north,2.0,static engineering mechanism scenario; not operator capacity
central,116,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,116,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,117,east,4.0,static engineering mechanism scenario; not operator capacity
central,117,north,2.0,static engineering mechanism scenario; not operator capacity
central,117,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,117,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,118,east,4.0,static engineering mechanism scenario; not operator capacity
central,118,north,2.0,static engineering mechanism scenario; not operator capacity
central,118,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,118,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,119,east,4.0,static engineering mechanism scenario; not operator capacity
central,119,north,2.0,static engineering mechanism scenario; not operator capacity
central,119,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,119,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,120,east,4.0,static engineering mechanism scenario; not operator capacity
central,120,north,2.0,static engineering mechanism scenario; not operator capacity
central,120,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,120,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,121,east,4.0,static engineering mechanism scenario; not operator capacity
central,121,north,2.0,static engineering mechanism scenario; not operator capacity
central,121,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,121,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,122,east,4.0,static engineering mechanism scenario; not operator capacity
central,122,north,2.0,static engineering mechanism scenario; not operator capacity
central,122,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,122,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,123,east,4.0,static engineering mechanism scenario; not operator capacity
central,123,north,2.0,static engineering mechanism scenario; not operator capacity
central,123,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,123,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,124,east,4.0,static engineering mechanism scenario; not operator capacity
central,124,north,2.0,static engineering mechanism scenario; not operator capacity
central,124,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,124,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,125,east,4.0,static engineering mechanism scenario; not operator capacity
central,125,north,2.0,static engineering mechanism scenario; not operator capacity
central,125,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,125,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,126,east,4.0,static engineering mechanism scenario; not operator capacity
central,126,north,2.0,static engineering mechanism scenario; not operator capacity
central,126,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,126,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,127,east,4.0,static engineering mechanism scenario; not operator capacity
central,127,north,2.0,static engineering mechanism scenario; not operator capacity
central,127,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,127,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,128,east,4.0,static engineering mechanism scenario; not operator capacity
central,128,north,2.0,static engineering mechanism scenario; not operator capacity
central,128,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,128,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,129,east,4.0,static engineering mechanism scenario; not operator capacity
central,129,north,2.0,static engineering mechanism scenario; not operator capacity
central,129,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,129,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,130,east,4.0,static engineering mechanism scenario; not operator capacity
central,130,north,2.0,static engineering mechanism scenario; not operator capacity
central,130,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,130,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,131,east,4.0,static engineering mechanism scenario; not operator capacity
central,131,north,2.0,static engineering mechanism scenario; not operator capacity
central,131,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,131,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,132,east,4.0,static engineering mechanism scenario; not operator capacity
central,132,north,2.0,static engineering mechanism scenario; not operator capacity
